/* DATA DESCRIPTION:
Citation:	International Hydrographic Organization, IHO; Sieger, Rainer (2012): Limits of oceans and seas in digitized, machine readable form. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.777975
Related to:	International Hydrographic Organization, IHO (1953): Limits of Oceans and Seas. International Hydrographic Organization, Special Publication No 23, 3rd Edition, IMP, Monégasque - Monte-Carlo, 45 pp, hdl:10013/epic.37175.d001
Other version:	KML file containing the polygons of Oceans and Seas (URI: hdl:10013/epic.37175.d016)
Coverage:	MEDIAN LATITUDE: 22.632368 * MEDIAN LONGITUDE: 42.076221 * SOUTH-BOUND LATITUDE: -78.920994 * WEST-BOUND LONGITUDE: -179.998993 * NORTH-BOUND LATITUDE: 90.000000 * EAST-BOUND LONGITUDE: 179.998993
Comment:	This dataset is the digitized version of the printed "Limits of Oceans and Seas" (IHO, 1953). The report describes the boundaries of 148 oceans and seas. The given positions were typed into a spreadsheet and were completed to a right ordered polygon by hand using Google Earth. The dataset consists of five columns. The first column contains the name of the ocean or sea, column 2 and 3 contain the position of each polygon point (latitude, longitude). Column 4 contains an area index, column 5 a polygon index. These two indices structurize the dataset.
	The other version link provides a Google Earth layer in KML format (zipped). This layer consists of all polygons and names of oceans or seas at area centroid position given in dataset doi:10.1594/PANGAEA.777976.
Parameter(s):	Name (Name) * COMMENT: of ocean or sea
	LATITUDE (Latitude) * GEOCODE
	LONGITUDE (Longitude) * GEOCODE
	Index (Index) * COMMENT: of ocean or sea
	Index (Index) * COMMENT: polygon position
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	7629 data points
*/
Name (of ocean or sea)	Latitude	Longitude	Index (of ocean or sea)	Index (polygon position)
Anadyrskiy Gulf, western part	64.23890	-173.09200	260001003	3
Anadyrskiy Gulf, western part	62.50000	-179.99899	260001003	4
Anadyrskiy Gulf, western part	66.60000	-179.99899	260001003	5
Anadyrskiy Gulf, western part	67.30000	-178.00000	260001003	6
North Pacific Ocean, western part	66.60000	-179.99899	260001002	1
North Pacific Ocean, western part	67.30000	-178.00000	260001002	2
North Pacific Ocean, western part	66.05594	-174.28574	260001002	3
North Pacific Ocean, western part	66.55000	-171.06667	260001002	4
North Pacific Ocean, western part	66.55000	-164.73334	260001002	5
North Pacific Ocean, western part	66.10000	-164.73334	260001002	6
North Pacific Ocean, western part	65.88359	-161.22378	260001002	7
North Pacific Ocean, western part	65.00000	-155.00000	260001002	8
North Pacific Ocean, western part	62.50000	-150.00000	260001002	9
North Pacific Ocean, western part	60.00000	-137.00000	260001002	10
North Pacific Ocean, western part	60.00000	-135.00000	260001002	11
North Pacific Ocean, western part	47.00000	-120.00000	260001002	12
North Pacific Ocean, western part	32.00000	-113.00000	260001002	13
North Pacific Ocean, western part	23.65000	-106.82500	260001002	14
North Pacific Ocean, western part	19.36000	-99.00000	260001002	15
North Pacific Ocean, western part	15.00000	-90.00000	260001002	16
North Pacific Ocean, western part	14.00000	-86.00000	260001002	17
North Pacific Ocean, western part	8.61000	-82.27000	260001002	18
North Pacific Ocean, western part	8.20000	-80.70000	260001002	19
North Pacific Ocean, western part	9.15000	-79.50000	260001002	20
North Pacific Ocean, western part	9.15000	-78.40000	260001002	21
North Pacific Ocean, western part	8.00000	-77.70000	260001002	22
North Pacific Ocean, western part	6.00000	-76.00000	260001002	23
North Pacific Ocean, western part	0.00000	-78.00000	260001002	24
North Pacific Ocean, western part	0.00000	-179.99899	260001002	25
North Pacific Ocean, western part	50.90000	-179.99899	260001002	26
North Pacific Ocean, western part	62.50000	-179.99899	260001002	27
North Pacific Ocean, western part	66.60000	-179.99899	260001002	28
North Pacific Ocean, eastern part	0.00000	179.99899	260001001	1
North Pacific Ocean, eastern part	-0.02222	131.04401	260001001	2
North Pacific Ocean, eastern part	2.50000	128.67799	260001001	3
North Pacific Ocean, eastern part	2.64167	128.55800	260001001	4
North Pacific Ocean, eastern part	4.48611	126.85800	260001001	5
North Pacific Ocean, eastern part	3.73056	126.82500	260001001	6
North Pacific Ocean, eastern part	3.34167	125.61100	260001001	7
North Pacific Ocean, eastern part	3.74167	125.45000	260001001	8
North Pacific Ocean, eastern part	4.74167	125.48900	260001001	9
North Pacific Ocean, eastern part	5.39167	125.32900	260001001	10
North Pacific Ocean, eastern part	5.55833	125.32900	260001001	11
North Pacific Ocean, eastern part	7.92300	123.93444	260001001	12
North Pacific Ocean, eastern part	8.55866	123.44734	260001001	13
North Pacific Ocean, eastern part	8.72639	123.37800	260001001	14
North Pacific Ocean, eastern part	9.04167	123.01700	260001001	15
North Pacific Ocean, eastern part	11.00280	123.19300	260001001	16
North Pacific Ocean, eastern part	11.13330	123.12500	260001001	17
North Pacific Ocean, eastern part	11.15830	123.10300	260001001	18
North Pacific Ocean, eastern part	11.90000	121.88300	260001001	19
North Pacific Ocean, eastern part	11.99720	121.56100	260001001	20
North Pacific Ocean, eastern part	12.11940	121.35300	260001001	21
North Pacific Ocean, eastern part	12.20830	121.24300	260001001	22
North Pacific Ocean, eastern part	13.44580	120.30000	260001001	23
North Pacific Ocean, eastern part	13.85000	120.07500	260001001	24
North Pacific Ocean, eastern part	14.13330	120.57500	260001001	25
North Pacific Ocean, eastern part	18.58330	122.13300	260001001	26
North Pacific Ocean, eastern part	19.95560	122.14300	260001001	27
North Pacific Ocean, eastern part	19.95560	122.14300	260001001	28
North Pacific Ocean, eastern part	21.89580	120.85800	260001001	29
North Pacific Ocean, eastern part	23.11000	117.32000	260001001	30
North Pacific Ocean, eastern part	23.39310	117.12100	260001001	31
North Pacific Ocean, eastern part	23.43060	116.94000	260001001	32
North Pacific Ocean, eastern part	23.50000	116.50000	260001001	33
North Pacific Ocean, eastern part	25.70000	118.40000	260001001	34
North Pacific Ocean, eastern part	33.00000	119.00000	260001001	35
North Pacific Ocean, eastern part	35.00000	119.00000	260001001	36
North Pacific Ocean, eastern part	36.80000	117.30000	260001001	37
North Pacific Ocean, eastern part	39.50000	117.30000	260001001	38
North Pacific Ocean, eastern part	41.30000	120.50000	260001001	39
North Pacific Ocean, eastern part	41.30000	122.00000	260001001	40
North Pacific Ocean, eastern part	45.82080	134.00000	260001001	41
North Pacific Ocean, eastern part	55.00000	132.00000	260001001	42
North Pacific Ocean, eastern part	60.00000	142.00000	260001001	43
North Pacific Ocean, eastern part	63.00000	160.00000	260001001	44
North Pacific Ocean, eastern part	63.00000	166.20000	260001001	45
North Pacific Ocean, eastern part	65.00000	175.00000	260001001	46
North Pacific Ocean, eastern part	66.60000	179.99899	260001001	47
North Pacific Ocean, eastern part	62.50000	179.99899	260001001	48
North Pacific Ocean, eastern part	50.90000	179.99899	260001001	49
North Pacific Ocean, eastern part	0.00000	179.99899	260001001	50
Pacific Ocean, eastern part	-78.70784	158.36353	260000002	1
Pacific Ocean, eastern part	-68.07036	146.91048	260000002	2
Pacific Ocean, eastern part	-66.80917	146.14106	260000002	3
Pacific Ocean, eastern part	-43.64440	146.82400	260000002	4
Pacific Ocean, eastern part	-40.68190	144.68300	260000002	5
Pacific Ocean, eastern part	-40.15670	143.92300	260000002	6
Pacific Ocean, eastern part	-39.58330	143.95000	260000002	7
Pacific Ocean, eastern part	-38.85830	143.50999	260000002	8
Pacific Ocean, eastern part	-12.60758	142.22991	260000002	9
Pacific Ocean, eastern part	-10.98330	142.12601	260000002	10
Pacific Ocean, eastern part	-9.12917	141.01700	260000002	11
Pacific Ocean, eastern part	-6.00000	140.00000	260000002	12
Pacific Ocean, eastern part	-4.00000	136.00000	260000002	13
Pacific Ocean, eastern part	-3.00000	134.00000	260000002	14
Pacific Ocean, eastern part	-2.00000	134.00000	260000002	15
Pacific Ocean, eastern part	-0.82500	131.22501	260000002	16
Pacific Ocean, eastern part	-0.02222	131.04401	260000002	17
Pacific Ocean, eastern part	2.50000	128.67799	260000002	18
Pacific Ocean, eastern part	2.64167	128.55800	260000002	19
Pacific Ocean, eastern part	4.48611	126.85800	260000002	20
Pacific Ocean, eastern part	3.73056	126.82500	260000002	21
Pacific Ocean, eastern part	3.34167	125.61100	260000002	22
Pacific Ocean, eastern part	3.74167	125.45000	260000002	23
Pacific Ocean, eastern part	4.74167	125.48900	260000002	24
Pacific Ocean, eastern part	5.39167	125.32900	260000002	25
Pacific Ocean, eastern part	5.55833	125.32900	260000002	26
Pacific Ocean, eastern part	7.92300	123.93444	260000002	27
Pacific Ocean, eastern part	8.55866	123.44734	260000002	28
Pacific Ocean, eastern part	8.72639	123.37800	260000002	29
Pacific Ocean, eastern part	9.04167	123.01700	260000002	30
Pacific Ocean, eastern part	11.00280	123.19300	260000002	31
Pacific Ocean, eastern part	11.13330	123.12500	260000002	32
Pacific Ocean, eastern part	11.15830	123.10300	260000002	33
Pacific Ocean, eastern part	11.90000	121.88300	260000002	34
Pacific Ocean, eastern part	11.99720	121.56100	260000002	35
Pacific Ocean, eastern part	12.11940	121.35300	260000002	36
Pacific Ocean, eastern part	12.20830	121.24300	260000002	37
Pacific Ocean, eastern part	13.44580	120.30000	260000002	38
Pacific Ocean, eastern part	13.85000	120.07500	260000002	39
Pacific Ocean, eastern part	14.13330	120.57500	260000002	40
Pacific Ocean, eastern part	18.58330	122.13300	260000002	41
Pacific Ocean, eastern part	19.95560	122.14300	260000002	42
Pacific Ocean, eastern part	19.95560	122.14300	260000002	43
Pacific Ocean, eastern part	21.89580	120.85800	260000002	44
Pacific Ocean, eastern part	23.11000	117.32000	260000002	45
Pacific Ocean, eastern part	23.39310	117.12100	260000002	46
Pacific Ocean, eastern part	23.43060	116.94000	260000002	47
Pacific Ocean, eastern part	23.50000	116.50000	260000002	48
Pacific Ocean, eastern part	25.70000	118.40000	260000002	49
Pacific Ocean, eastern part	33.00000	119.00000	260000002	50
Pacific Ocean, eastern part	35.00000	119.00000	260000002	51
Pacific Ocean, eastern part	36.80000	117.30000	260000002	52
Pacific Ocean, eastern part	39.50000	117.30000	260000002	53
Pacific Ocean, eastern part	41.30000	120.50000	260000002	54
Pacific Ocean, eastern part	41.30000	122.00000	260000002	55
Pacific Ocean, eastern part	45.82080	134.00000	260000002	56
Pacific Ocean, eastern part	55.00000	132.00000	260000002	57
Pacific Ocean, eastern part	60.00000	142.00000	260000002	58
Pacific Ocean, eastern part	63.00000	160.00000	260000002	59
Pacific Ocean, eastern part	63.00000	166.20000	260000002	60
Pacific Ocean, eastern part	65.00000	175.00000	260000002	61
Pacific Ocean, eastern part	66.60000	179.99899	260000002	62
Pacific Ocean, eastern part	62.50000	179.99899	260000002	63
Pacific Ocean, eastern part	50.90000	179.99899	260000002	64
Pacific Ocean, eastern part	-70.00000	179.99899	260000002	65
Pacific Ocean, eastern part	-78.43382	179.99899	260000002	66
Pacific Ocean, eastern part	-78.70784	158.36353	260000002	67
Pacific Ocean, western part	66.60000	-179.99899	260000001	1
Pacific Ocean, western part	67.30000	-178.00000	260000001	2
Pacific Ocean, western part	66.05594	-174.28574	260000001	3
Pacific Ocean, western part	66.55000	-171.06667	260000001	4
Pacific Ocean, western part	66.55000	-164.73334	260000001	5
Pacific Ocean, western part	66.10000	-164.73334	260000001	6
Pacific Ocean, western part	65.88359	-161.22378	260000001	7
Pacific Ocean, western part	65.00000	-155.00000	260000001	8
Pacific Ocean, western part	62.50000	-150.00000	260000001	9
Pacific Ocean, western part	60.00000	-137.00000	260000001	10
Pacific Ocean, western part	60.00000	-135.00000	260000001	11
Pacific Ocean, western part	47.00000	-120.00000	260000001	12
Pacific Ocean, western part	32.00000	-113.00000	260000001	13
Pacific Ocean, western part	23.65000	-106.82500	260000001	14
Pacific Ocean, western part	19.36000	-99.00000	260000001	15
Pacific Ocean, western part	15.00000	-90.00000	260000001	16
Pacific Ocean, western part	14.00000	-86.00000	260000001	17
Pacific Ocean, western part	8.61000	-82.27000	260000001	18
Pacific Ocean, western part	8.20000	-80.70000	260000001	19
Pacific Ocean, western part	9.15000	-79.50000	260000001	20
Pacific Ocean, western part	9.15000	-78.40000	260000001	21
Pacific Ocean, western part	8.00000	-77.70000	260000001	22
Pacific Ocean, western part	6.00000	-76.00000	260000001	23
Pacific Ocean, western part	0.00000	-78.00000	260000001	24
Pacific Ocean, western part	-19.50000	-69.00000	260000001	25
Pacific Ocean, western part	-48.00000	-71.00000	260000001	26
Pacific Ocean, western part	-52.33300	-68.35600	260000001	27
Pacific Ocean, western part	-52.65800	-68.60800	260000001	28
Pacific Ocean, western part	-55.97900	-67.26700	260000001	29
Pacific Ocean, western part	-67.15357	-67.18794	260000001	30
Pacific Ocean, western part	-69.00000	-67.26700	260000001	31
Pacific Ocean, western part	-73.22530	-71.54530	260000001	32
Pacific Ocean, western part	-74.02079	-81.96855	260000001	33
Pacific Ocean, western part	-75.10000	-98.79000	260000001	34
Pacific Ocean, western part	-75.10000	-120.00000	260000001	35
Pacific Ocean, western part	-74.91854	-144.00000	260000001	36
Pacific Ocean, western part	-78.92099	-161.08415	260000001	37
Pacific Ocean, western part	-78.43382	-179.99899	260000001	38
Pacific Ocean, western part	-70.00000	-179.99899	260000001	39
Pacific Ocean, western part	0.00000	-179.99899	260000001	40
Pacific Ocean, western part	50.90000	-179.99899	260000001	41
Pacific Ocean, western part	62.50000	-179.99899	260000001	42
Pacific Ocean, western part	66.60000	-179.99899	260000001	43
Weddell Sea	-60.45800	-46.05000	250002006	1
Weddell Sea	-60.73600	-44.49300	250002006	2
Weddell Sea	-59.61000	-27.23000	250002006	3
Weddell Sea	-59.61000	0.00000	250002006	4
Weddell Sea	-66.00000	0.00000	250002006	5
Weddell Sea	-69.93413	-0.45373	250002006	6
Weddell Sea	-70.71610	-2.79509	250002006	7
Weddell Sea	-70.95141	-10.43026	250002006	8
Weddell Sea	-78.23260	-36.15233	250002006	9
Weddell Sea	-78.09248	-47.28803	250002006	10
Weddell Sea	-75.12278	-62.83340	250002006	11
Weddell Sea	-72.78973	-61.50000	250002006	12
Weddell Sea	-68.81303	-65.63276	250002006	13
Weddell Sea	-67.56657	-66.11084	250002006	14
Weddell Sea	-66.07839	-63.87662	250002006	15
Weddell Sea	-64.91122	-61.35745	250002006	16
Weddell Sea	-63.43361	-57.70248	250002006	17
Weddell Sea	-60.45800	-46.05000	250002006	18
Scotia Sea	-54.87000	-61.76000	250002005	1
Scotia Sea	-54.05000	-38.13000	250002005	2
Scotia Sea	-54.93000	-36.00000	250002005	3
Scotia Sea	-56.38800	-27.51300	250002005	4
Scotia Sea	-57.01000	-26.52300	250002005	5
Scotia Sea	-57.77200	-26.09800	250002005	6
Scotia Sea	-58.44500	-26.09800	250002005	7
Scotia Sea	-59.03200	-26.38100	250002005	8
Scotia Sea	-59.61000	-27.23000	250002005	9
Scotia Sea	-60.73600	-44.49300	250002005	10
Scotia Sea	-60.45800	-46.05000	250002005	11
Scotia Sea	-63.43361	-57.70248	250002005	12
Scotia Sea	-64.75000	-61.76000	250002005	13
Scotia Sea	-54.87000	-61.76000	250002005	14
Rio de la Plata	-34.97200	-54.95000	250002004	1
Rio de la Plata	-36.30000	-56.76700	250002004	2
Rio de la Plata	-36.39092	-57.20982	250002004	3
Rio de la Plata	-34.48590	-58.66309	250002004	4
Rio de la Plata	-33.03955	-58.52219	250002004	5
Rio de la Plata	-32.97937	-58.18235	250002004	6
Rio de la Plata	-34.13549	-58.09980	250002004	7
Rio de la Plata	-34.79177	-55.25154	250002004	8
Rio de la Plata	-34.97200	-54.95000	250002004	9
Lazarev Sea	-66.00000	0.00000	250002003	1
Lazarev Sea	-66.00000	20.00000	250002003	2
Lazarev Sea	-69.95520	20.09534	250002003	3
Lazarev Sea	-69.93413	-0.45373	250002003	4
Lazarev Sea	-66.00000	0.00000	250002003	5
Drake Passage	-55.97900	-67.26700	250002002	1
Drake Passage	-54.87000	-64.73000	250002002	2
Drake Passage	-54.87000	-61.76000	250002002	3
Drake Passage	-64.75000	-61.76000	250002002	4
Drake Passage	-67.15357	-67.18794	250002002	5
Drake Passage	-55.97900	-67.26700	250002002	6
South Atlantic Ocean	0.00000	-51.00000	250002001	1
South Atlantic Ocean	0.00000	6.41670	250002001	2
South Atlantic Ocean	-0.61670	8.71670	250002001	3
South Atlantic Ocean	-0.61670	15.00000	250002001	4
South Atlantic Ocean	-34.83300	20.00000	250002001	5
South Atlantic Ocean	-65.00000	20.00000	250002001	6
South Atlantic Ocean	-66.00000	20.00000	250002001	7
South Atlantic Ocean	-69.95520	20.09534	250002001	8
South Atlantic Ocean	-70.31241	20.07398	250002001	9
South Atlantic Ocean	-70.71610	-2.79509	250002001	10
South Atlantic Ocean	-70.95141	-10.43026	250002001	11
South Atlantic Ocean	-78.23260	-36.15233	250002001	12
South Atlantic Ocean	-78.09248	-47.28803	250002001	13
South Atlantic Ocean	-75.12278	-62.83340	250002001	14
South Atlantic Ocean	-72.78973	-61.50000	250002001	15
South Atlantic Ocean	-68.81303	-65.63276	250002001	16
South Atlantic Ocean	-67.15357	-67.18794	250002001	17
South Atlantic Ocean	-55.97900	-67.26700	250002001	18
South Atlantic Ocean	-52.65800	-68.60800	250002001	19
South Atlantic Ocean	-52.33300	-68.35600	250002001	20
South Atlantic Ocean	-48.00000	-71.00000	250002001	21
South Atlantic Ocean	0.00000	-51.00000	250002001	22
Skagerrak	57.75000	10.59700	250001017	1
Skagerrak	57.07000	9.36000	250001017	2
Skagerrak	57.07000	8.61000	250001017	3
Skagerrak	57.12000	8.61000	250001017	4
Skagerrak	57.98190	7.05000	250001017	5
Skagerrak	60.00000	10.00000	250001017	6
Skagerrak	60.00000	12.00000	250001017	7
Skagerrak	57.75000	12.00000	250001017	8
Skagerrak	57.75000	10.59700	250001017	9
Scotland Sea	58.62700	-5.00200	250001016	1
Scotland Sea	57.19877	-5.27896	250001016	2
Scotland Sea	56.00000	-4.27000	250001016	3
Scotland Sea	55.00000	-4.27000	250001016	4
Scotland Sea	54.84247	-4.99099	250001016	5
Scotland Sea	54.63300	-4.85600	250001016	6
Scotland Sea	54.33488	-5.50159	250001016	7
Scotland Sea	54.64000	-5.58000	250001016	8
Scotland Sea	54.08000	-6.49000	250001016	9
Scotland Sea	55.15900	-8.28300	250001016	10
Scotland Sea	55.27300	-8.25300	250001016	11
Scotland Sea	56.77800	-7.63600	250001016	12
Scotland Sea	58.51700	-6.26100	250001016	13
Scotland Sea	58.62700	-5.00200	250001016	14
North Sea	61.00000	-0.88000	250001015	1
North Sea	61.00000	-0.00100	250001015	2
North Sea	61.00000	5.00000	250001015	3
North Sea	60.70000	7.05000	250001015	4
North Sea	57.98000	7.05000	250001015	5
North Sea	57.12000	8.61000	250001015	6
North Sea	55.50000	8.61000	250001015	7
North Sea	53.47000	10.03000	250001015	8
North Sea	50.96000	4.00000	250001015	9
North Sea	50.96000	1.92000	250001015	10
North Sea	50.99000	1.92000	250001015	11
North Sea	51.17000	1.40000	250001015	12
North Sea	51.17000	0.36000	250001015	13
North Sea	56.00000	-3.88000	250001015	14
North Sea	57.59000	-4.48000	250001015	15
North Sea	58.67000	-3.38000	250001015	16
North Sea	58.78000	-3.29000	250001015	17
North Sea	58.92000	-3.39000	250001015	18
North Sea	58.96000	-3.35000	250001015	19
North Sea	59.15000	-3.21000	250001015	20
North Sea	59.28000	-3.02000	250001015	21
North Sea	59.36000	-2.96000	250001015	22
North Sea	59.39000	-2.88000	250001015	23
North Sea	59.40000	-2.39000	250001015	24
North Sea	59.85000	-1.32000	250001015	25
North Sea	60.64000	-1.31000	250001015	26
North Sea	60.66000	-1.15000	250001015	27
North Sea	60.73000	-1.07000	250001015	28
North Sea	60.74000	-0.96000	250001015	29
North Sea	60.84000	-0.89700	250001015	30
North Sea	60.85000	-0.89700	250001015	31
North Sea	60.86000	-0.88000	250001015	32
North Sea	61.00000	-0.88000	250001015	33
Labrador Sea	60.00000	-43.91700	250001014	1
Labrador Sea	47.80800	-52.78800	250001014	2
Labrador Sea	47.56400	-59.12200	250001014	3
Labrador Sea	51.64000	-55.42600	250001014	4
Labrador Sea	52.03300	-55.26700	250001014	5
Labrador Sea	52.21800	-55.62200	250001014	6
Labrador Sea	53.50000	-61.00000	250001014	7
Labrador Sea	60.00000	-64.50000	250001014	8
Labrador Sea	60.00000	-43.91700	250001014	9
Irish Sea	54.63300	-4.85600	250001013	1
Irish Sea	54.84247	-4.99099	250001013	2
Irish Sea	55.00000	-4.27000	250001013	3
Irish Sea	55.00000	-3.05000	250001013	4
Irish Sea	54.50000	-3.05000	250001013	5
Irish Sea	54.50000	-2.66000	250001013	6
Irish Sea	53.45030	-2.77897	250001013	7
Irish Sea	52.20603	-4.11038	250001013	8
Irish Sea	51.90300	-5.31300	250001013	9
Irish Sea	52.17300	-6.36300	250001013	10
Irish Sea	52.23000	-6.49000	250001013	11
Irish Sea	54.08000	-6.49000	250001013	12
Irish Sea	54.64000	-5.58000	250001013	13
Irish Sea	54.33488	-5.50159	250001013	14
Irish Sea	54.63300	-4.85600	250001013	15
Gulf of St. Lawrence	52.21800	-55.62200	250001012	1
Gulf of St. Lawrence	52.03300	-55.26700	250001012	2
Gulf of St. Lawrence	51.64000	-55.42600	250001012	3
Gulf of St. Lawrence	47.56400	-59.12200	250001012	4
Gulf of St. Lawrence	46.85000	-60.30300	250001012	5
Gulf of St. Lawrence	45.71700	-61.46700	250001012	6
Gulf of St. Lawrence	45.69200	-61.48900	250001012	7
Gulf of St. Lawrence	45.65000	-61.50000	250001012	8
Gulf of St. Lawrence	45.25000	-63.10000	250001012	9
Gulf of St. Lawrence	46.10000	-64.50000	250001012	10
Gulf of St. Lawrence	48.00000	-67.00000	250001012	11
Gulf of St. Lawrence	49.06100	-64.50000	250001012	12
Gulf of St. Lawrence	50.30000	-64.50000	250001012	13
Gulf of St. Lawrence	50.50362	-60.07596	250001012	14
Gulf of St. Lawrence	52.21800	-55.62200	250001012	15
Gulf of Mexico	25.21700	-80.50000	250001011	1
Gulf of Mexico	24.57800	-82.58600	250001011	2
Gulf of Mexico	22.81400	-82.58600	250001011	3
Gulf of Mexico	21.86700	-84.95000	250001011	4
Gulf of Mexico	21.60000	-87.07500	250001011	5
Gulf of Mexico	20.75497	-90.13749	250001011	6
Gulf of Mexico	18.41740	-90.52113	250001011	7
Gulf of Mexico	17.91552	-94.57031	250001011	8
Gulf of Mexico	20.02430	-98.13548	250001011	9
Gulf of Mexico	30.09812	-97.68851	250001011	10
Gulf of Mexico	31.20000	-82.75000	250001011	11
Gulf of Mexico	25.21700	-80.50000	250001011	12
Gulf of Guinea	4.36700	-7.72800	250001010	1
Gulf of Guinea	5.48122	-5.55404	250001010	2
Gulf of Guinea	6.87822	3.14308	250001010	3
Gulf of Guinea	4.38217	10.16518	250001010	4
Gulf of Guinea	-0.61670	10.20000	250001010	5
Gulf of Guinea	-0.61670	8.71670	250001010	6
Gulf of Guinea	0.00000	6.41670	250001010	7
Gulf of Guinea	4.36700	-7.72800	250001010	8
Greenland Sea	67.85000	-32.18000	250001009	1
Greenland Sea	65.50000	-24.54000	250001009	2
Greenland Sea	65.75000	-22.10000	250001009	3
Greenland Sea	65.10000	-21.00000	250001009	4
Greenland Sea	64.50000	-20.60000	250001009	5
Greenland Sea	63.80200	-22.70000	250001009	6
Greenland Sea	60.00000	-29.50000	250001009	7
Greenland Sea	60.00000	-43.91700	250001009	8
Greenland Sea	65.60000	-41.30000	250001009	9
Greenland Sea	67.85000	-32.18000	250001009	10
English Channel	51.17000	1.40000	250001008	1
English Channel	50.99000	1.92000	250001008	2
English Channel	50.96000	1.92000	250001008	3
English Channel	49.86019	1.50601	250001008	4
English Channel	49.11273	-0.38511	250001008	5
English Channel	49.55129	-1.75911	250001008	6
English Channel	48.60607	-1.31780	250001008	7
English Channel	48.25000	-4.00000	250001008	8
English Channel	48.64100	-4.57000	250001008	9
English Channel	50.06800	-5.71500	250001008	10
English Channel	50.45000	-4.45100	250001008	11
English Channel	51.00000	-2.00000	250001008	12
English Channel	51.17000	0.36000	250001008	13
English Channel	51.17000	1.40000	250001008	14
Celtic Sea	52.17300	-6.36300	250001007	1
Celtic Sea	51.90300	-5.31300	250001007	2
Celtic Sea	51.88145	-5.11180	250001007	3
Celtic Sea	51.70993	-4.87689	250001007	4
Celtic Sea	51.59700	-4.92500	250001007	5
Celtic Sea	51.00000	-4.45100	250001007	6
Celtic Sea	50.45000	-4.45100	250001007	7
Celtic Sea	50.06800	-5.71500	250001007	8
Celtic Sea	48.64100	-4.57000	250001007	9
Celtic Sea	48.25000	-4.00000	250001007	10
Celtic Sea	47.79800	-4.37300	250001007	11
Celtic Sea	46.50000	-5.53300	250001007	12
Celtic Sea	46.50000	-5.53300	250001007	13
Celtic Sea	49.00000	-11.50000	250001007	14
Celtic Sea	49.00000	-11.50000	250001007	15
Celtic Sea	51.00000	-11.50000	250001007	16
Celtic Sea	51.00000	-11.50000	250001007	17
Celtic Sea	51.45000	-9.82100	250001007	18
Celtic Sea	52.39000	-7.00000	250001007	19
Celtic Sea	52.23000	-6.49000	250001007	20
Celtic Sea	52.17300	-6.36300	250001007	21
Caribbean Sea	21.60000	-87.07500	250001006	1
Caribbean Sea	21.86700	-84.95000	250001006	2
Caribbean Sea	22.81400	-82.58600	250001006	3
Caribbean Sea	22.81400	-81.12000	250001006	4
Caribbean Sea	20.06700	-74.29600	250001006	5
Caribbean Sea	19.75000	-73.42100	250001006	6
Caribbean Sea	18.60800	-68.32500	250001006	7
Caribbean Sea	18.47900	-67.16700	250001006	8
Caribbean Sea	18.38200	-65.64400	250001006	9
Caribbean Sea	18.38200	-62.19000	250001006	10
Caribbean Sea	13.25000	-59.12000	250001006	11
Caribbean Sea	10.83600	-60.90800	250001006	12
Caribbean Sea	10.13700	-60.99200	250001006	13
Caribbean Sea	9.51700	-60.96700	250001006	14
Caribbean Sea	8.65000	-62.46000	250001006	15
Caribbean Sea	7.42000	-76.37000	250001006	16
Caribbean Sea	8.00000	-77.70000	250001006	17
Caribbean Sea	9.15000	-78.40000	250001006	18
Caribbean Sea	9.15000	-79.50000	250001006	19
Caribbean Sea	8.20000	-80.70000	250001006	20
Caribbean Sea	8.61000	-82.27000	250001006	21
Caribbean Sea	14.00000	-86.00000	250001006	22
Caribbean Sea	15.00000	-90.00000	250001006	23
Caribbean Sea	21.60000	-87.07500	250001006	24
Canarias Sea	31.00000	-41.00000	250001005	1
Canarias Sea	31.00000	-8.75000	250001005	2
Canarias Sea	20.00000	-16.00000	250001005	3
Canarias Sea	20.00000	-45.50000	250001005	4
Canarias Sea	31.00000	-41.00000	250001005	5
Bristol Channel	51.59700	-4.92500	250001004	1
Bristol Channel	51.81260	-4.62387	250001004	2
Bristol Channel	51.62648	-3.80485	250001004	3
Bristol Channel	51.45526	-3.23844	250001004	4
Bristol Channel	51.81617	-2.35847	250001004	5
Bristol Channel	51.14000	-2.94000	250001004	6
Bristol Channel	51.14164	-4.10603	250001004	7
Bristol Channel	50.94000	-4.32000	250001004	8
Bristol Channel	51.00000	-4.45100	250001004	9
Bristol Channel	51.59700	-4.92500	250001004	10
Bay of Fundy	44.08300	-66.20800	250001003	1
Bay of Fundy	44.50200	-67.10300	250001003	2
Bay of Fundy	44.64400	-67.19000	250001003	3
Bay of Fundy	45.20000	-67.19000	250001003	4
Bay of Fundy	46.10000	-64.50000	250001003	5
Bay of Fundy	45.25000	-63.10000	250001003	6
Bay of Fundy	44.08300	-66.20800	250001003	7
Bay of Biscay	47.79800	-4.37300	250001002	1
Bay of Biscay	48.25000	-4.00000	250001002	2
Bay of Biscay	47.00000	-0.40000	250001002	3
Bay of Biscay	43.10000	-0.40000	250001002	4
Bay of Biscay	43.10000	-7.87100	250001002	5
Bay of Biscay	43.77400	-7.87100	250001002	6
Bay of Biscay	46.50000	-5.53300	250001002	7
Bay of Biscay	47.79800	-4.37300	250001002	8
